artist,title,date,website
wayne clementswayne clements,un_wiki,2007,http://www.in-vacua.com/un_wiki.html
Grégory ChatonskyGrégory Chatonsky,Waiting (Flussgeist 1),2007,http://www.incident.net/works/flussgeist/waiting/
Luis ConfrariaLuis Confraria,Wallright  - live public painting community platform,2007,http://www.wallright.com
Ellie HarrisonEllie Harrison,Work With Me,2007,http://www.ellieharrison.com/workwithme/
Steven JonesSteven Jones,THE BEACH (CLOSED EYES. STRONG SUNLIGHT.),2007,http://www.youtube.com/watch?v=qlKdgC08xWw
michael greathousemichael greathouse,everything seems to be ok..,2007,http://www.michaelgreathouse.com/everything%20seems%20to%20be%20ok...htm
John HenryJohn Henry,Terminal Air,2007,http://www.appliedautonomy.com/terminalair
Clemencia EcheverriClemencia Echeverri,VOICE-net,2007,http://www.quiasma.org/clemenciaecheverri/voz/fla/voz_intro.htm
Kate SouthworthKate Southworth,love_potion,2007,http://lovepotion.gloriousninth.net/
Peter YumiPeter Yumi,THE PRIMORDIAL MOON,2007,http://www.youtube.com/watch?v=tNQ0_rlCOiU
Lisa StansbieLisa Stansbie,The Emperor of The Moon,2007,http://www.slashseconds.org/issues/002/002/articles/lstansbie/index.php
Takeshi MurataTakeshi Murata,Untitled (Pink Dot),2007,
Markus Kleine-VehnMarkus Kleine-Vehn,kristus yoshiyuki - second art,2007,http://kristusyoshiyuki.blogspot.com/
Tabor RobakTabor Robak,RealityCPU,2007,http://www.realitycpu.com/
zohar kfirzohar kfir,execute,2007,http://www.zzee.net/execute.html
deb kingdeb king,VenusConstruct,2007,http://venusconstruct.com/
Aaron MeyersAaron Meyers,Torrent Raiders,2007,http://torrentraiders.com/
Patricia LeePatricia Lee,Witness That Place,2007,http://www.witnessthatplace.com/
geoffrey sheageoffrey shea,Shooting in the Dark,2007,http://www.unscrambled.com/robots/
QohtaiwooQohtaiwoo,Switchboard Operation,2007,http://qohtaiwoo.net/proj/switchboard/switchboard.html
Gaya GajewskaGaya Gajewska,Sonic Map of Battersea Park,2007,http://www.speakerson.net/
Miltos ManetasMiltos Manetas,ThankyouAndyWarhol.com,2007,http://thankyouandywarhol.com/
Barbara AgresteBarbara Agreste,The Tower Trilogy,2007,http://www.repticula.net/trilogy
Andres MannisteAndres Manniste,Supercolumbine,2007,http://projets.rsight.net/Supercolumbine/
Eric DymondEric Dymond,Slanderous dot org,2007,http://www.slanderous.org
Rafaël RozendaalRafaël Rozendaal,future physics .com,2007,http://www.futurephysics.com/
andre sierandre sier,k.,2007,http://netarte.dgartes.pt/kandresier2007/
deb kingdeb king,chronaMora - violations in times of war,1 March 2007,http://www.chronamora.com
Summer GutheryLumi TanSummer GutheryLumi Tan,Why + Wherefore,2007,
Eva SchindlingEva Schindling,to spin art history,2007,http://spinner.evsc.net/
edith progueedith progue,edith progue //timeline,2007,http://archive.rhizome.org/artbase/46724/8A.M.mov
Grégory ChatonskyGrégory Chatonsky,Vertigo@home,2007,http://incident.net/works/vertigo@home
Thomas KnauerThomas Knauer,The Futility of Urban Living: #1-3,2007,http://www.fourinchesofego.com/futilityofurbanliving.html
Barbara ToddBarbara Todd,Stone Days,2007,http://www.stonedays.ca/
carlos katastrofskycarlos katastrofsky,lastwishes,2007,http://katastrofsky.cont3xt.net/lastwishes
Ian WojtowiczIan Wojtowicz,The Oracle of Elsewhere,2007,http://wojtowicz.com/elsewherehttp://woj.com/oracle/exhibition.php
katy shepherdkaty shepherd,vitreous humour,2007,http://vitreoushumour.co.uk
Felix DrăganFelix Drăgan,Yarn,2007,http://www.omenmedia.ca/dfx/portfolio/yarn_en.html
Steve ShaddickSteve Shaddick,The Counter of Babel,2007,http://www.steveshaddick.com/babel/
Ben CoonleyBen Coonley,The Geeks - Wet Wen Wet - 20th Anniversary Special,2007,http://www.tvchannel.tv/geeks.html
eva sjuveeva sjuve,audioTagger,2007,http://www.moolab.net/mobile/audioTagger.shtml
Bob CottonBob Cotton,The Natural History of Alamogordo,2007,http://www.flickr.com/photos/9232078@N05/
"doctors, The League of Imaginary Scientdoctors, The League of Imaginary Scient",Really Real Estate'Ñ¢,2007,http://www.imaginaryscience.org/reallyrealestate/
Mladen ZagoracMladen Zagorac,The Search Wall,2007,http://thesearchwall.net
alexandra reillalexandra reill,White Chairs,2007,http://www.kanonmedia.com/portfolio/white_chairs.html
Susana Mendes SilvaSusana Mendes Silva,a bedtime story,2007,http://a-bedtime-story.blogspot.com/
Frank ZadloFrank Zadlo,fcp_in_fcp,2007,http://frankzadlo.com/fcpinfcp/
Michael Bell-SmithMichael Bell-Smith,Subterranean House (Oonce Oonce),2007,
Ben CoonleyBen Coonley,Valentine for Perfect Strangers,2007,http://www.tvchannel.tv/valentine.html
Rafaël RozendaalRafaël Rozendaal,flaming cursor .com,2007,http://www.flamingcursor.com/
Erika LincolnErika Lincoln,Scale,2007,http://lincolnlab.net/scale.html
Nathan SelikoffNathan Selikoff,Untiled Faces,2007,http://www.nathanselikoff.com/facesofchaos/
SUSIGAMESSUSIGAMES,Stickies World,2007,http://www.susigames.com/sgcontent.php?lang=en&p=1#stickiesworld
Travis AlberTravis Alber,Who is Flora?,2007,http://www.whoisflora.net
Fernando IgansiFernando Igansi,text(e)space,2007,http://www.codedesign.info/textespace/text(e)space.html
michael greathousemichael greathouse,badlands,2007,http://www.michaelgreathouse.com/badlands.htm
johannes p osterhoffjohannes p osterhoff,Windows Real,2007,http://www.youtube.com/watch?v=JqjKWEWI3ok
mark cooleymark cooley,The Field Museum of Art,2007,http://www.thefieldmuseumofart.org
Omer KriegerOmer Krieger,TV CHANNEL,2007,http://www.tvch.org
uleiulei,Monetize This!,2007,http://www.hrum.org/projects/D-Marketing/MonetizeThis
Rafaël RozendaalRafaël Rozendaal,broken self .com,2007,http://www.brokenself.com/
Cary PeppermintCary Peppermint,Untitled Landscapes for Portable Media Players,2007,http://ecoarttech.net/untitledlandscapes
Mai Yamashita =+ Naoto KobayashiMai Yamashita =+ Naoto Kobayashi,infinity,2007,http://www.yamashita-kobayashi.com/infinity.html
lisa ciancilisa cianci,blackaeonium (a keeping-place),2007,
michael johanssonmichael johansson,abadyl,2007,http://abadyl.lowend.se
Joshua L. DavisJoshua L. Davis,one simple pixel project 2007,2007,http://www.onesimplepixel.com/
alexandra reillalexandra reill,a disposition - netznetz 2004-2006,2007,http://www.kanonmedia.com/portfolio/nettnett.htm
Vera BighettiVera Bighetti,Self Cinema,2007,http://www.artzero.net/selfcinema
Karl Heinz JeronKarl Heinz Jeron,will work for food,2007,http://willworkforfood.projektraum.org/
Ralf BaeckerRalf Baecker,Rechnender Raum (Calculating Space),2007,http://www.no-surprises.de/rechnender_raum
BoredomresearchBoredomresearch,Wish,2007,http://www.computerfinearts.com/collection/boredomresearch/wish/
Greg BlonderGreg Blonder,diploria,2007,http://www.gregblonder.com/diploria/index.htm
Angie WallerAngie Waller,myfrienemies,2007,http://www.myfrienemies.com
Mark SkwarekMark Skwarek,baghdad skyline,2007,http://www.baghdadskyline.com/
James MercerJames Mercer,The Attic,2007,http://www.james.trummerkind.com/lizardclub/spaces/attic/start.htm
C. J. YehC. J. Yeh,myAvatar = myChuckClose,2007,http://www.cjny.com/myAvatar/
Galina ManikovaGalina Manikova,The wall,2007,http://www.wailingwall.no
david bowendavid bowen,growth rendering device,2007,http://www.dwbowen.com/growth.html
Taey IoheTaey Iohe,nightscanning,2007,http://www.taey.com/02projects/nightscanning/nightscanning.htm
Steven JonesSteven Jones,ZUR FARBENLEHRE (THEORY OF COLOURS),2007,http://www.youtube.com/watch?v=3Hsvq-d7eK8
Jorn EbnerJorn Ebner,Which --- Side,2007,http://www.which---side.com
jason. sloanjason. sloan,de.parture,2007,http://www.de-parture.com/
a bill millera bill miller,grid-imagespam,2007,http://www.youtube.com/watch?v=xfay_2gTXEI
david bowendavid bowen,fly drawing device,2007,http://www.dwbowen.com/flies.html
Petra CortrightPetra Cortright,VVEBCAM,20 February 2007,http://www.youtube.com/watch?v=GPaCCBE-K1ghttp://petracortright.com/vvebcam.html
murdimmurdim,murdim,2007,http://www.murdim.com
Andres MannisteAndres Manniste,Penthesilea,2007,http://www.rsight.net/penthesilea
Vlatko CericVlatko Ceric,algorithmic art,2007,http://www.vceric.net/
Takuya YamauchiToru IwatakeTakuya YamauchiToru Iwatake,Sound Jewelry,2007,http://web.sfc.keio.ac.jp/~yamauchi/sj/index.html
Rafaël RozendaalRafaël Rozendaal,unlike the rest .com,2007,http://www.unliketherest.com/
Lalo Hernandez DiezLalo Hernandez Diez,a Mathematical ONE,2007,http://www.holos.net/rhizome/theweb/theweb.html
Duncan HolbyDuncan Holby,glyf: construct,2007,http://www.glyfconstruct.com
Grégory ChatonskyGrégory Chatonsky,The sun's death,2007,http://incident.net/works/sun_death/
,Sunset Solitaire,2007,http://homepage.mac.com/joester5/art/index.html#sunset
Laurent ZieglerLaurent Ziegler,wir_hier,2007,http://www.wirhier.at/
Jason NelsonJason Nelson,"game, game, game and again game",2007,http://www.secrettechnology.com/gamegame/gamegame6.html
Myriam ThyesMyriam Thyes,Virtual Therapy,2007,http://archive.rhizome.org/artbase/46650/virtual-therapy.wmv
visakh menonvisakh menon,self portrait abstractor,2007,http://vmenon.com/spa/spa.html
MTAAMTAA,onKawaraUpdate (v2),2007,http://www.mteww.com/update/onkawara/
Vera BighettiVera Bighetti,gr@fite,2007,http://www.artzero.net/grafite/index.htm
Rebecca NagleRebecca Nagle,fifteen minutes,2007,http://rebeccanagle.com/fifteenminutes
Martin John CallananMartin John Callanan,"The Final Solution (proposal), 2000",2007,http://archive.rhizome.org/artbase/46720/
Rafaël RozendaalRafaël Rozendaal,mirror mouse .com,2007,http://www.mirrormouse.com/
gianluca muragianluca mura,THE METAPLASTIC CONSTRUCTOR,2007,http://www.artsmachine.org/web/view.php?page=metaspace.txt&cat=17_1
Eva SchindlingEva Schindling,Spinal Rhythms,2007,http://spinal.evsc.net
Vera BighettiVera Bighetti,stereoscopy view,2007,http://www.artzero.net/stereoscopyspace/index.htm
Michelle HermanMichelle Herman,UnFamilia,2007,
A. AndreasA. Andreas,Web Uebermahlung Nr. 1,2007,http://www.nictoglobe.com/new/home/subvert.html
Tiago BorgesTiago Borges,Z_G [zeitgeist gestalten],2007,
Evan RothEvan Roth,White Glove Tracking,2007,http://whiteglovetracking.com/
Martin AllmanMartin Allman,taskbar movie:XXX,2007,
Martin KonciljaMartin Koncilja,Unique Art with your Initials,2007,http://www.artinitials.com
,Q2611,,
michael greathousemichael greathouse,banquet,2007,http://www.michaelgreathouse.com/banquet.htm
Les Liens InvisiblesLes Liens Invisibles,subvertr.com,2007,http://www.subvertr.com
J. R. CarpenterJ. R. Carpenter,les huit quartiers du sommeil,2007,http://luckysoap.com/huitquartiers
MolleindustriaMolleindustria,Faith Fighter,2008,http://www.molleindustria.org/faith-fighter
Rafaël RozendaalRafaël Rozendaal,burning cigarette .com,2008,http://www.burningcigarette.com/
JimpaltJimpalt,Invisible Paintings,2008,http://jimpalt.org/printer/
IncidentalIncidental,Echo Archive,2008,http://www.echoarchive.com/
grégoire zabégrégoire zabé,sharedscapes - points of view on landscapes,2008,http://www.sharedscapes.net/
Takeshi MurataTakeshi Murata,Homestead Grays,2008,
Nikola TosicNikola Tosic,thankyourafaelrozendaal.com,2008,http://www.thankyourafaelrozendaal.com
Finishing SchoolFinishing School,Little Pharma,2008,http://little-pharma.blogspot.com/
UBERMORGENUBERMORGEN,Google Will Eat Itself,2008,http://gwei.org/
Andrew VenellAndrew Venell,AMomentOfSilence.tv,2008,http://amomentofsilence.tv/
Chun-chi WangChun-chi Wang,Wayward Dream,2008,http://www.waywarddream.com
Amy YoungsAmy Youngs,Why Look at Animals?,2008,http://hypernatural.com/whylook.html
pash*pash*,Moonwalk,2008,https://www.youtube.com/watch?v=0DVN4m41QCE
Scott BlakeScott Blake,Barcode Web Counter,2008,http://www.barcodeart.com/
xtine burroughxtine burrough,Mechanical Olympics,2008,http://mechanicalolympics.org/
Tom ForkinTom Forkin,Body Extension,2008,http://i116.photobucket.com/albums/o24/tforkin/hand.gif
santiago ortizsantiago ortiz,TEDsphere,2008,http://www.bestiario.org/research/tedsphere
Rafaël RozendaalRafaël Rozendaal,kazimir malevich .org,2008,http://www.kazimirmalevich.org/
Burak ArıkanBurak Arıkan,MYPOCKET,2008,http://turbulence.org/Works/mypocket/
Les Liens InvisiblesLes Liens Invisibles,An (extra)ordinary place for a hijacking advertising,2008,http://www.peking2008.com
Clement VallaClement Valla,Sol Lewitt; Custom Software + Mechanical Turk,2008,http://clementvalla.com/index.php?/printed/sol-lewitt--mechanical-turk/
Les Liens InvisiblesLes Liens Invisibles,Google is not the Map,2008,http://google.isnotthemap.net
nf nfnf nf,Rhizome Ghost,2008,http://mtaa.net/art/rhizome_ghost/
Tomasz KonartTomasz Konart,August,2008,http://august.5tk.net/
Sylvère ArmangeSylvère Armange,Elapsed % of my life (Do something),2008,http://www.01101101.fr/do/
Cody TrepteCody Trepte,Cody on Cage on Joyce,2008,http://codytrepte.com/index.php?/cody-on-cage-on-joyce/
Rafaël RozendaalRafaël Rozendaal,tiny cursor .com,2008,http://www.tinycursor.com/
Rafaël RozendaalRafaël Rozendaal,cold void .com,2008,http://www.coldvoid.com/
carlos katastrofskycarlos katastrofsky,opus magnum,2008,http://katastrofsky.cont3xt.net/opusmagnum
Fred MurieFred Murie,How do you in orbit?,2008,http://www.lesateliersconvertibles.org/chv/fred/
Rafaël RozendaalRafaël Rozendaal,color flip .com,2008,http://www.colorflip.com/
Hugo ARCIERHugo ARCIER,Boolean Nature,2008,http://www.hugoarcier.com/menu_EN.html
Christopher BakerChristopher Baker,Hello World! or: How I Learned to Stop Listening and Love the Noise,2008,http://christopherbaker.net/projects/helloworld
Tom ForkinTom Forkin,@ Least,2008,http://ohsrsly.com/atleast/1.html
Claire EvansClaire Evans,The Marfa Ring,2008,http://marfaring.com/
Sergey KotsunSergey Kotsun,the scream,2008,http://shtukoviny.ru/scream/
Mushon Zer-AvivMushon Zer-Aviv,You Are Not Here,2008,http://www.youarenothere.org/
Roch ForowiczRoch Forowicz,Panopticon,2008,http://www.environment.pl/panopticon.html
christine sciullichristine sciulli,Fugue State: Coplanar,2008,http://www.soundandvision.cc/ChristineSciulli_CSLD_Sites/CoplanarOverall/CoplanarOverall.html
Rafaël RozendaalRafaël Rozendaal,le duchamp .com,2008,http://www.leduchamp.com/
Evelin StermitzEvelin Stermitz,ArtFem.TV,2008,http://artfem.tv/
Carmen OlmoCarmen Olmo,Taboo: Module_Suck,2008,http://www.carmenolmo.com/taboo/taboo_modulo_suck/
Sylvère ArmangeSylvère Armange,The Negative Motivation Project,2008,http://www.portal-corporation.com/TNMP/
santiago ortizsantiago ortiz,informational distance between cities,2008,http://www.bestiario.org/research/citydistances
Anthony MattoxAnthony Mattox,WIkiWeb,2008,http://wikiweb.anthonymattox.com/
J. R. CarpenterJ. R. Carpenter,Tributaries & Text-Fed Streams: A Feed-Reading of The Capilano Review,2008,http://tributaries.thecapilanoreview.ca/
Luca D'AngeloLuca D'Angelo,The Meta Technology,2008,http://TheMetaTechnology.com
julian konczakjulian konczak,J9,2008,http://www.hidrazone.com/j9/
Jonathan VingianoJonathan Vingiano,Not Valid,2008,http://jonathanvingiano.com/notvalid.html
BoredomresearchBoredomresearch,RealSnailMail,2008,http://www.realsnailmail.net/
Martin John CallananMartin John Callanan,Text Trends,2008,http://texttrends.greyisgood.eu/
John Craig FreemanJohn Craig Freeman,Virta-Flaneurazine,2008,http://virtaflaneurazine.wordpress.com/
G.H. HovagimyanG.H. Hovagimyan,BKPC (Barbie & Ken Politically Correct),2008,http://www.thing.net/~gh/artdirect/bkpc1.html
JimpunkJimpunk,Rhizome's 2009 Commissions,2008,http://rhizome.org/commissions/2009/proposal.php?proposal=1008
Pall ThayerPall Thayer,Nude Studies in Aleatoric Environments,2008,http://pallit.lhi.is/nude_studies
Ann-Marie JamesAnn-Marie James,Senbazuru,2008,http://www.annmariejames.co.uk/1000cranes/cranes.htm
Scott BlakeScott Blake,Every Barcode,2008,http://www.barcodeart.com/every_barcode.html
Erika LincolnErika Lincoln,Liquid Prairie,2008,http://platformgallery.org/webproject/liquidprairie/liquidprairie.html
Joseph DeLappeJoseph DeLappe,The Salt Satyagraha Online - Gandhi's Treadmill Powered Salt March in Second Life,2008,http://www.youtube.com/watch?v=34SxiWwOvHw
Les Liens InvisiblesLes Liens Invisibles,Neverending Happy End -,2008,http://www.neverendinghappyend.com/
Peter StanickPeter Stanick,Be An Artist,2008,http://projects.stanick.com/AT1.html
ui uuiiui uuii,=-ap-prox::val::atr=-,2008,http://uiuuii.com/ava/
Andrei ThomazAndrei Thomaz,The Board of Forking Games,2008,http://www.andreithomaz.com/arte/tabuleiro/
Henry GuildHenry Guild,Surveillance Photography: Identifying Problematic Behavior,2008,http://members.toast.net/guild/subjects/
Rebecca YoungRebecca Young,Remembering Bogle Chandler,2008,http://www.rebeccayoung.org/boglechandler/movie.html
Carmen OlmoCarmen Olmo,"Taboo, ASCii Module (NetArt Project)",2008,http://www.carmenolmo.com/taboo/taboo_modulo_ascii
KnifeandforkKnifeandfork,The Wrench,2008,http://knifeandfork.org/thewrench
Les Liens InvisiblesLes Liens Invisibles,Too close to Duchamp's bicycle,2008,http://www.lesliensinvisibles.org/too-close-to-duchamps-bicycle/
Ben CoonleyBen Coonley,Experimental Philosophy Demo,2008,http://www.youtube.com/watch?v=sHoyMfHudaE
Roch ForowiczRoch Forowicz,Interception 2,2008,
Steve LambertSteve Lambert,Add-Art,2008,http://add-art.org/
Andrew BucklandAndrew Buckland,Data_Scape,2008,http://www.datascapeproject.com/
yueh hsiu giffen Chengyueh hsiu giffen Cheng,CyberFortune,2008,http://www.cyberfortune.info
GRAF+ZYXGRAF+ZYX,GRAF+ZYX : POOR CAT : WEBCLIP,2008,http://amok.ix-o.com/poorcat
santiago ortizsantiago ortiz,Atlas of Electromagnetic Space,2008,http://spectrumatlas.org/spectrum/
Les Liens InvisiblesLes Liens Invisibles,A fake is a fake,2008,http://fake.isafake.org/
Hans VerhaegenHans Verhaegen,RFIDPeople,2008,http://www.hansup.be/rfid-peoplehttps://hansup.be/2008_RFID_animation_hans-verhaegen.html
Jeremy HightJeremy Hight,globtxt,2008,
Lee WaltonLee Walton,Remote Instructions,2008,http://www.leewalton.com/projects/remote_instructions/index.html
J. R. CarpenterJ. R. Carpenter,in absentia,2008,http://luckysoap.com/inabsentia
Tom WexlerTom Wexler,The Hive,2008,http://www.kma.co.uk/work/the-hive
Aaron SiegelAaron Siegel,Power Structures,2008,http://www.powerstructures.net/
Jean-Francois LacombeJean-Francois Lacombe,SendGoodKarma,2008,http://sendgoodkarma.com
Maxime MarionMaxime Marion,the road between us,2008,http://theroadbetweenus.net
Christian Marc SchmidtChristian Marc Schmidt,Marketscape,2008,http://www.christianmarcschmidt.com/index.php?template=project&id=marketscape
marc garrettmarc garrett,Distant,2008,http://www.furtherfield.org/mgarrett/distant/
Peter StanickPeter Stanick,World's Largest Webpage,2008,http://projects.stanick.com/wlw.html
Chris BasmajianChris Basmajian,Can't Hear the Music,2008,http://basmajian.net/work/cant_hear_the_music/
Tomasz KonartTomasz Konart,July,2008,http://july.5tk.net/
eteameteam,SL Dumpster,2008,http://www.meineigenheim.org/dumpster_log/doku.php
Rafaël RozendaalRafaël Rozendaal,popcorn painting .com,2008,http://www.popcornpainting.com/
Joao SantosJoao Santos,ColourMetrics,2008,http://www.coroflot.com/citylights/colourmetrics
Dave MillerDave Miller,Buddy Rivers Live (the automatic comedian),2008,http://davemiller.org/projects/buddy_rivers/leroy
Christian Marc SchmidtChristian Marc Schmidt,All Horizons,2008,http://www.christianmarcschmidt.com/index.php?template=project&id=horizons
Sam SanfordSam Sanford,Hilbert Kaleidoscope 1,2008,http://samsanford.com/works/video/hilbert-kaleidoscope-1-stage-7.mov
Tom ForkinTom Forkin,My Blue Period,2008,http://www.myspace.com/myblueperiod
Sofia OliveiraSofia Oliveira,"TODAY, Mobile Application",2008,http://today.cada1.net/
Ben CoonleyBen Coonley,"Seven video responses to Constant Dullaart's ""youtube as a subject""",2008,http://www.tvchannel.tv/dullaartresponses.html
Roch ForowiczRoch Forowicz,InterceptionExtended,2008,
Mark BeasleyMark Beasley,@reply-all,2008,http://reply-all.org/
Frank ZadloFrank Zadlo,A Raider's Barge Song,2008,http://frankzadlo.com/a-raiders-barge-song/
Rafaël RozendaalRafaël Rozendaal,Jello Time .com,2008,http://www.jellotime.com/
JimpaltJimpalt,Hommage a Baertling,2008,http://jimpalt.org/baertling/
Kim BeckKim Beck,when laughter trips at the threshold of the divine,2008,http://www.idealcities.com/threshold.html
visakh menonvisakh menon,Short social commentary on dancing in Second Life,2008,http://vmenon.com/dancing
Fred MurieFred Murie,About dot depth,2008,http://www.fredmurie.net/pixel3d/
Kai AltmannKai Altmann,Dreamcaptchas,2008,http://karialtmann.com/work/2008/dreamcaptchas/
UBERMORGENUBERMORGEN,The Sound of Ebay,2008,
Rafaël RozendaalRafaël Rozendaal,invisible cursor .com,2008,http://www.invisiblecursor.com/
Chris BasmajianChris Basmajian,Attention Hog,2008,http://basmajian.net/work/attention_hog/
Teo SpillerTeo Spiller,Real 3D friend,2008,http://www.s-p-i-l-l-e-r.com/3D/
Roderick CooverRoderick Coover,Voyage Into The Unknown,2008,http://www.unknownterritories.org/
David WicksDavid Wicks,Time Spent Alone,2008,http://timespentalone.com/
Alexander GallowayAlexander Galloway,Kriegspiel,2008,http://r-s-g.org/kriegspiel/
Angelo PlessasAngelo Plessas,ElectricityComesFromAnotherPlanet.com,2008,http://electricitycomesfromanotherplanet.com/
Fernando VelázquezFernando Velázquez,"Your life, our movie",2008,http://www.yourlifeourmovie.org/net
Jack StockholmJack Stockholm,Eavesdropping,2008,http://www.oddible.com/cafe
Owen MundyOwen Mundy,Camp La Jolla Military Park,2008,http://camplajolla.org/
Rafaël RozendaalRafaël Rozendaal,on my level .com,2009,http://www.onmylevel.com/
nathaniel sternnathaniel stern,Wikipedia Art,2009,http://wikipediaart.org/
Aaron OldenburgAaron Oldenburg,Suction,2009,http://aaronoldenburg.net/e_sucker.html
Michael DemersMichael Demers,Date Paintings (Twitter),2009,http://twitter.com/date_paintings
Duncan MalashockDuncan Malashock,New Long Calendar.com,2009,http://www.newlongcalendar.com/
Rafaël RozendaalRafaël Rozendaal,from the dark past .com,2009,http://www.fromthedarkpast.com/
Rafaël RozendaalRafaël Rozendaal,aesthetic echo .com,2009,http://www.aestheticecho.com/
Michael DemersMichael Demers,The Ghost of Vannevar Bush Hacked My Server,2009,http://michaeldemers.com/vannevar/
david bowendavid bowen,remote sonar drawing device,2009,http://www.dwbowen.com/remote_sonar.html
Rafaël RozendaalRafaël Rozendaal,beef chicken pork .com,2009,http://www.beefchickenpork.com/
david sullivandavid sullivan,Schwitters on Twitter,2009,http://www.twitter.com/kschwitters/
Rafaël RozendaalRafaël Rozendaal,closed shut.com,2009,http://www.closedshut.com/
Nick FortunatoNick Fortunato,Poor @SpumoniNick's Almanack,2009,http://10gallon.com/nf/work/almanack.html
Andrew VenellAndrew Venell,Color Field Television,2009,
Bradley CarterBradley Carter,Ballentine (OpenLayers API applied),2009,http://www.bradleycarter.com/upload/ballentine/ballentine.html
taras hrabowskytaras hrabowsky,ThingPit,2009,http://tarashrabowsky.com/?page_id=60
Chris SmithChris Smith,Lumiere Brothers Experience PowerPoint,2009,http://college.holycross.edu/users/faculty/mdemers/newmedia/smith/lumiereBrothersExperiencePowerPoin
Jst ChillinJst Chillin,Cyber Zombies,2009,http://www.jstchillin.org/sarahmcmenimen/
Martin John CallananMartin John Callanan,A Planetary Order (Terrestrial Cloud Globe),2009,http://greyisgood.eu/globe/
Michael GuidettiMichael Guidetti,Untitled (Standards),2009,http://www.michaelguidetti.info/work/untitled-standards
Molly SodaMolly Soda,Molly Soda's Tumblr,31 January 2009,https://mollysoda.tumblr.com/
Sergio TavaresSergio Tavares,"[CATEGORIES], a tagnovel",2009,http://tagnovel.blogspot.com/
Andy GraydonAndy Graydon,Untitled (plate tectonics),2009,http://archive.rhizome.org/artbase/49389/Final_Report.pdf
ted davisted davis,text2image,2009,http://www.text2image.org/
jacob broms engblomjacob broms engblom,gold,2009,http://www.likeneveralways.com/stuff/gold.html
Christian StreinzChristian Streinz,papergame,2009,http://codedart.politische-spiele.de/
Brian PianaBrian Piana,Journal of the Collective Me,2009,http://www.thecollectiveme.com/
Michael ManningMichael Manning,mirrrroring.net,2009,http://mirrrroring.net/
Hans VerhaegenHans Verhaegen,Deus Digitalis,2009,http://www.hansup.be/deus-digitalis/
jason. sloanjason. sloan,dis.like(),2009,http://www.dis-like.com/
Mitch TraleJst ChillinMitch TraleJst Chillin,Analog Environments,2009,
Rafaël RozendaalRafaël Rozendaal,annoying cursor .com,2009,http://www.annoyingcursor.com/
Brenna MurphyBrenna Murphy,Labyrinths,2009,http://bmruernpnhay.com/key.html
stephanie rothenbergstephanie rothenberg,School of Perpetual Training,2009,http://www.perpetualtraining.com/
Emilio GomarizEmilio Gomariz,Macintosh Lab,2009,http://emiliogomariz.net/macintoshlab/
Rafaël RozendaalRafaël Rozendaal,out in the wind .com,2009,http://www.outinthewind.com/
Will LuersWill Luers,The Walking Man (phases 1-9),2009,http://www.taylorstreetstudio.com/walkingman/walkingmanone.shtml
Rafaël RozendaalRafaël Rozendaal,hot doom .com,2009,http://www.hotdoom.com/
Gebhard SengmüllerFranz BüchingerGebhard SengmüllerFranz Büchinger,A Parallel Image,2009,http://www.gebseng.com/08_a_parallel_image/
Jason FreemanJason Freeman,Piano Etudes,2009,http://www.jasonfreeman.net/pianoetudes/
Rafaël RozendaalRafaël Rozendaal,electric boogie woogie .com,2009,http://www.electricboogiewoogie.com/
Vincent CharleboisVincent Charlebois,dailywiki,January 2023,https://dailywiki.tumblr.com
Aaron OldenburgAaron Oldenburg,Repent,2009,http://aaronoldenburg.net/e_repent.html
Evan RothEvan Roth,TSA Communications,2009,http://archive.rhizome.org/artbase/49311/
Ian PageIan Page,>>>HOST_CAVITY<<<,2009,http://www.mattress.org/index.cfm?event=ShowArtist&eid=90&id=440&c=Current
justin kempjustin kemp,Adding to the Internet,2009,http://justinkemp.com/Adding-to-the-Internet
Isabelle HayeurIsabelle Hayeur,TUNNEL VISION,2009,http://vimeo.com/5076196
Jesse MalmedJesse Malmed,UNTITLED (CHILLER AND B-FLAT BLAZING THE VALLEY'S HOTTEST HITS/JAMS),2009,http://jessemalmed.net/index.php?/video/chiller-and-b-flat/
jayropejayrope,Thingship,2009,http://jayropinsky.kliklak.net/thingship
Etan IlfeldEtan Ilfeld,A New Kind Of Cinema,2009,http://www.youtube.com/watch?v=TnhLSnsVru0
Jordan TateJordan Tate,New Work #30,2009,http://www.jordantate.com/files/gimgs/26_sunset.gif
Michael DemersMichael Demers,Color Field Paintings (Browser),2009,http://michaeldemers.com/colorFieldPaintings_browser/index.html
Adrian Van AllenAdrian Van Allen,Embed,2009,http://www.adrianv.com/project-embed.html
Les Liens InvisiblesLes Liens Invisibles,Silence is golden - A twitter perpetual intervention,2009,http://twitter.com/liensinvisibles
Nik HanselmannNik Hanselmann,memsweeper,2009,http://nikhanselmann.com/?/projects/memsweeper/
Grégory ChatonskyGrégory Chatonsky,Feed me,2009,http://chatonsky.net/project/feed-me/
Sebastian SchmiegSebastian Schmieg,Last Midi Background,2009,http://www.kingcosmonaut.de/lmb/
Penny GoringPenny Goring,pgorig,8 April 2009,https://pgorig.tumblr.com/
Brian PianaBrian Piana,Tweeting Colors,2009,http://www.tweetingcolors.com/
Rafaël RozendaalRafaël Rozendaal,hybrid moment .com,2009,http://www.hybridmoment.com/
